,label,watts
18914,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine,691.3
19406,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1685.6
37936,LED Bulbs & LED Tube Light & Washing Machine & Inverter Deep Freezer,526.6
40343,LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1397.9
24367,Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1695.6
29270,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2766.5
44672,LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1204.8
888,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven,2322.5
8441,Ceiling Fans & LED Bulbs & Iron & Washing Machine,1524.5
16895,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron,1339.6
7649,Ceiling Fans & LED Bulbs & Iron,1151.4
38379,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1402.4
26702,Iron & LED TV & Microwave Oven,2076.0
42729,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1691.6
6653,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1310.9
33511,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2227.6
17541,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2463.5
14912,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,706.5
38941,LED Bulbs & Washing Machine & LED TV,446.0
23654,Conventional Fridge & Iron & Inverter Deep Freezer,1327.1
21319,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven,1195.4
2668,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1727.0
32411,LED Bulbs & LED TV & Inverter Deep Freezer,193.4
7551,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1809.5
33274,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1414.5
41049,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1770.1
42882,LED Tube Light & Iron,1035.8
35300,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,766.9
40776,LED Tube Light & Conventional Fridge & Iron & Washing Machine,1587.1
18165,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2709.2
28896,LED Bulbs & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1705.5
44242,LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2529.3
12417,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1818.8
24737,Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2756.2
3037,Ceiling Fans & Inverter Deep Freezer,239.5
3143,Ceiling Fans & Iron,1140.5
36933,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven,2483.4
3325,Ceiling Fans & Iron & LED TV,1200.5
32155,LED Bulbs & Iron & Washing Machine & Microwave Oven,2398.7
8854,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2702.2
6283,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV,371.5
37566,LED Bulbs & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1216.0
21655,Ceiling Fans & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1265.4
40751,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2344.0
18065,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2891.3
15667,Ceiling Fans & LED Bulbs & Washing Machine & LED TV,560.4
1254,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV,1752.7
26493,Iron & LED TV,1078.7
34141,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2781.3
558,Ceiling Fans & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1501.7
7496,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1801.5
36001,LED Bulbs & LED Tube Light & Iron & LED TV,1111.2
10817,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1906.5
29594,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,373.0
41698,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1255.9
1854,Ceiling Fans & Conventional Fridge & LED TV & Inverter Deep Freezer,479.5
41666,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,384.5
3682,Ceiling Fans & Iron & Microwave Oven,2135.7
8086,Ceiling Fans & LED Bulbs & Iron & LED TV & Microwave Oven,2215.4
13961,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2659.1
14947,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1577.6
23693,Conventional Fridge & Iron & LED TV,1256.6
39925,LED Tube Light & Conventional Fridge,200.3
42614,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1565.3
37358,LED Bulbs & LED Tube Light & LED TV & Inverter Deep Freezer,213.4
45785,No load,0.0
43455,LED Tube Light & Iron & Microwave Oven,2038.4
35988,LED Bulbs & LED Tube Light & Iron & LED TV,1105.6
34303,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2604.3
4333,Ceiling Fans & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2694.2
12930,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2229.1
4601,Ceiling Fans & LED Bulbs,132.7
16732,Ceiling Fans & LED Tube Light & Conventional Fridge,321.5
12813,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1232.9
42766,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1695.3
42358,LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,746.6
8268,Ceiling Fans & LED Bulbs & Iron & Microwave Oven,2155.4
18220,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2828.9
18630,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1503.2
41476,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2713.7
26658,Iron & LED TV & Inverter Deep Freezer,1207.2
14949,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1577.4
13758,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2721.2
30197,LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,688.2
45125,LED Tube Light & Washing Machine & LED TV,451.6
3900,Ceiling Fans & Iron & Washing Machine,1513.4
543,Ceiling Fans & Conventional Fridge & Iron & LED TV,1384.4
32915,LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,335.0
44981,LED Tube Light & Washing Machine & Inverter Deep Freezer,508.2
29668,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1251.7
46309,Washing Machine & LED TV & Microwave Oven,1433.7
23921,Conventional Fridge & Iron & LED TV & Microwave Oven,2263.5
10819,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1906.7
16236,Ceiling Fans & LED TV,176.1
46097,Washing Machine & LED TV,430.7
14236,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1205.9
16919,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron,1342.0
10607,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1843.7
12455,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1826.5
7084,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV,745.3
26472,Iron & Inverter Deep Freezer,1146.8
823,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven,2319.5
30774,LED Bulbs & Inverter Deep Freezer,133.3
17580,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1706.2
29026,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1646.4
46541,Washing Machine & Microwave Oven & Inverter Deep Freezer,1488.9
33670,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1599.9
6348,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV,374.5
12621,Ceiling Fans & LED Bulbs & LED Tube Light & Iron,1171.9
34452,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV,271.0
41587,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,380.9
36270,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2233.8
17328,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2517.1
36230,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2231.7
25397,Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1302.1
40865,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1710.3
36144,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2108.2
22065,Ceiling Fans & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1563.6
6274,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2829.2
14733,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & Inverter Deep Freezer,646.8
36334,LED Bulbs & LED Tube Light & Iron & Microwave Oven,2047.4
43273,LED Tube Light & Iron & LED TV & Microwave Oven,2098.4
13487,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV,1598.0
16782,Ceiling Fans & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,437.1
17661,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1830.2
34259,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2595.6
26770,Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2201.3
35347,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1636.0
13003,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2233.7
18054,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2887.3
30895,LED Bulbs & Iron,1032.2
605,Ceiling Fans & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1504.5
45036,LED Tube Light & Washing Machine & Inverter Deep Freezer,514.8
16745,Ceiling Fans & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,440.8
9217,Ceiling Fans & LED Bulbs & LED TV & Inverter Deep Freezer,312.3
22561,Ceiling Fans & Microwave Oven & Inverter Deep Freezer,1247.0
1326,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1873.8
3870,Ceiling Fans & Iron & Washing Machine,1510.4
12796,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1231.2
17635,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1710.8
6577,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1492.4
31529,LED Bulbs & Iron & Microwave Oven & Inverter Deep Freezer,2150.6
12217,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1880.6
40053,LED Tube Light & Conventional Fridge & Iron,1216.6
1264,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV,1753.7
29559,LED Bulbs & Conventional Fridge & LED TV,255.1
3024,Ceiling Fans & Inverter Deep Freezer,240.8
41284,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2772.7
33985,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1778.7
20615,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1588.5
45771,Microwave Oven & Inverter Deep Freezer,1127.5
39349,LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1501.2
25733,Conventional Fridge & Washing Machine & LED TV,612.7
39467,LED TV,62.0
4366,Ceiling Fans & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2697.5
19089,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,750.6
3476,Ceiling Fans & Iron & LED TV & Microwave Oven,2198.1
18905,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine,690.4
6376,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,494.3
46300,Washing Machine & LED TV & Microwave Oven,1432.8
14999,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1583.1
24355,Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1694.4
16844,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron,1337.0
33053,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1350.9
18201,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2830.8
6959,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,800.6
30146,LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,682.4
14248,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1210.8
6932,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,803.3
28963,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1639.4
38410,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven & Inverter Deep Freezer,1522.1
12838,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1352.2
41502,LED Tube Light & Conventional Fridge & LED TV,257.3
42666,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1571.4
45147,LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,569.8
4075,Ceiling Fans & Iron & Washing Machine & LED TV,1572.7
38720,LED Bulbs & Washing Machine,382.1
36156,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2107.0
30679,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1683.7
19010,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,814.8
19322,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1867.9
25063,Conventional Fridge & LED TV & Inverter Deep Freezer,359.1
31779,LED Bulbs & Iron & Washing Machine & LED TV,1459.9
38795,LED Bulbs & Washing Machine & Inverter Deep Freezer,502.0
13337,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine,1540.7
22452,Ceiling Fans & Microwave Oven,1122.2
19629,Ceiling Fans & LED Tube Light & Inverter Deep Freezer,263.0
39835,LED Tube Light,20.4
39659,LED TV & Microwave Oven,1063.0
25041,Conventional Fridge & LED TV & Inverter Deep Freezer,361.3
15448,Ceiling Fans & LED Bulbs & Microwave Oven & Inverter Deep Freezer,1257.5
39083,LED Bulbs & Washing Machine & LED TV & Microwave Oven,1437.5
17536,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2463.0
36112,LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1236.2
33891,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1656.0
44191,LED Tube Light & Iron & Washing Machine & Microwave Oven,2409.2
18663,Ceiling Fans & LED Tube Light & Conventional Fridge & Microwave Oven,1317.1
8583,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1579.0
19997,Ceiling Fans & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1343.4
20287,Ceiling Fans & LED Tube Light & Iron & Microwave Oven,2162.1
28936,LED Bulbs & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1709.5
42149,LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,689.3
25418,Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1300.0
18518,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1378.1
20739,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1714.8
40701,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2338.5
10239,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2533.3
2193,Ceiling Fans & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1422.0
35776,LED Bulbs & LED Tube Light & Iron,1048.6
46556,Washing Machine & Microwave Oven & Inverter Deep Freezer,1494.1
18031,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2889.6
45045,LED Tube Light & Washing Machine & LED TV,447.9
35555,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1582.1
7622,Ceiling Fans & LED Bulbs & Inverter Deep Freezer,257.5
39688,LED TV & Microwave Oven & Inverter Deep Freezer,1181.7
13448,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1665.7
19952,Ceiling Fans & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1338.6
38755,LED Bulbs & Washing Machine,385.6
23461,Conventional Fridge & Inverter Deep Freezer,306.0
42288,LED Tube Light & Conventional Fridge & Washing Machine & LED TV,630.0
16512,Ceiling Fans & LED TV & Microwave Oven & Inverter Deep Freezer,1298.8
27508,Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2570.3
12873,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1348.7
24384,Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1697.3
45379,LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1572.7
31723,LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1526.1
40135,LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1340.5
9297,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven,1190.4
14891,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,704.4
12282,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1887.4
5717,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1828.1
35981,LED Bulbs & LED Tube Light & Iron & LED TV,1106.3
16081,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven,1504.1
16659,Ceiling Fans & LED Tube Light & Conventional Fridge,317.3
2669,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1726.9
20113,Ceiling Fans & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2340.7
27977,LED Bulbs & Conventional Fridge & Inverter Deep Freezer,310.9
1054,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1690.9
26621,Iron & LED TV & Inverter Deep Freezer,1203.5
44511,LED Tube Light & LED TV & Microwave Oven,1076.7
32702,LED Bulbs & LED Tube Light,26.6
12691,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1288.7
43328,LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2219.7
33022,LED Bulbs & LED Tube Light & Conventional Fridge & Iron,1233.6
16175,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1627.4
4838,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron,1330.4
42337,LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,748.7
6125,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2699.1
27256,Iron & Washing Machine & LED TV,1450.3
10792,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1904.0
19691,Ceiling Fans & LED Tube Light & Iron,1154.4
32407,LED Bulbs & LED TV & Inverter Deep Freezer,193.8
27421,Iron & Washing Machine & LED TV & Microwave Oven,2446.9
10818,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1906.6
26804,Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2203.6
5151,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1516.1
44312,LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2535.2
30973,LED Bulbs & Iron & Inverter Deep Freezer,1151.6
16775,Ceiling Fans & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,437.8
6831,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine,681.3
35397,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1644.5
36043,LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1232.2
16202,Ceiling Fans & LED TV,179.5
35266,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,763.5
30509,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1742.5
32616,LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1191.1
7097,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV,742.0
38645,LED Bulbs & Microwave Oven & Inverter Deep Freezer,1136.7
43839,LED Tube Light & Iron & Washing Machine & LED TV,1470.4
39380,LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1507.4
41342,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2585.1
30948,LED Bulbs & Iron & Inverter Deep Freezer,1154.1
19571,Ceiling Fans & LED Tube Light & Inverter Deep Freezer,260.3
34638,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1271.4
41418,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2709.6
28367,LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1397.2
24934,Conventional Fridge & LED TV,239.9
2184,Ceiling Fans & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1422.9
3487,Ceiling Fans & Iron & LED TV & Microwave Oven,2197.0
22329,Ceiling Fans & LED Tube Light & Washing Machine & Microwave Oven & Inverter Deep Freezer,1627.5
6732,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1316.5
44430,LED Tube Light & LED TV & Inverter Deep Freezer,198.7
36029,LED Bulbs & LED Tube Light & Iron & LED TV,1114.0
4073,Ceiling Fans & Iron & Washing Machine & LED TV,1572.5
6162,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2704.1
30333,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,741.9
24832,Conventional Fridge & Iron & Washing Machine & Microwave Oven,2573.6
9651,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,452.4
28704,LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2331.0
6242,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2826.0
32042,LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2583.9
2045,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1478.6
35274,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,764.3
41972,LED Tube Light & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1318.8
24589,Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2628.0
5833,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1884.0
4770,Ceiling Fans & LED Bulbs & Conventional Fridge & Inverter Deep Freezer,431.1
23531,Conventional Fridge & Iron,1200.9
4174,Ceiling Fans & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1696.5
28984,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1642.2
9656,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,451.9
9409,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1311.3
35106,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,705.7
38242,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1580.7
22437,Ceiling Fans & Microwave Oven,1120.7
34709,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1389.1
30696,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1682.0
35088,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,703.9
12775,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1226.4
25850,Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1609.3
32110,LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2588.4
2262,Ceiling Fans & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1426.4
19475,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1810.8
40549,LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2402.0
43299,LED Tube Light & Iron & LED TV & Microwave Oven,2101.0
30641,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven,1564.1
17181,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1523.9
38818,LED Bulbs & Washing Machine & Inverter Deep Freezer,505.8
3331,Ceiling Fans & Iron & LED TV,1201.1
34499,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,391.9
11840,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,821.9
12789,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1230.5
9605,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge,330.6
2783,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1853.9
